id,date,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,price
3834000805,20140710T000000,4,1,1170,8147,1170,0,1959,0,47.7281,-122.289,1260,8147,350000
3834500195,20140707T000000,6,3.5,3000,8401,1500,1500,1979,0,47.7226,-122.299,1400,8403,527000
3840700600,20150401T000000,3,1,900,37800,700,200,1923,0,47.7146,-122.234,1750,11998,355000
3856901435,20141027T000000,4,2,1760,4500,1760,0,1906,0,47.6711,-122.331,1740,4220,720000
3856901525,20141001T000000,4,1,1560,4080,1560,0,1923,0,47.6711,-122.331,1890,4080,627500
3856901715,20140924T000000,2,1,1010,3400,1010,0,1921,0,47.6711,-122.329,1800,3600,470450
3856902250,20150105T000000,3,1,1370,4000,1370,0,1918,0,47.6711,-122.324,1370,4000,593500
3856902996,20140804T000000,2,1,850,2340,850,0,1922,0,47.6707,-122.328,1300,3000,553500
3856904560,20141125T000000,4,1.75,2060,4080,1460,600,1922,1996,47.6698,-122.325,1620,4080,562000
3856904580,20141125T000000,3,1.75,2050,4080,2050,0,1991,0,47.6698,-122.325,1890,4080,790000
3856904740,20141021T000000,2,1,950,3060,810,140,1925,0,47.6698,-122.323,1510,3780,490000
3856905010,20140805T000000,3,1.5,1540,3570,1490,50,1930,0,47.6692,-122.325,1620,4080,565000
3860400100,20141121T000000,4,2.75,2500,20000,1700,800,1969,0,47.5901,-122.198,2650,20000,950000
3861400030,20141124T000000,4,1.75,2210,19025,1460,750,1952,0,47.5927,-122.203,2640,14999,950000
3861400061,20150213T000000,3,1.75,1480,9603,1480,0,1952,0,47.5915,-122.202,2660,10766,641000
3864000090,20150219T000000,5,3,3620,12778,1900,1720,1964,0,47.5512,-122.191,2930,10669,858000
3869900162,20140904T000000,2,1.75,1030,1066,765,265,2006,0,47.5394,-122.387,1030,1106,335000
3874000240,20141202T000000,3,2,1440,10111,1440,0,1963,0,47.345,-122.283,1580,10200,210000
3874900090,20150326T000000,2,2,1670,7772,860,810,1919,0,47.5461,-122.377,1300,7770,448000
3876000350,20150224T000000,6,1.75,2490,8732,2490,0,1966,0,47.7252,-122.187,1840,8024,470000
3876100320,20140905T000000,6,4.5,2940,7500,2940,0,1966,0,47.7208,-122.182,2010,7500,482500
3876100940,20150427T000000,4,1.75,3050,9440,1800,1250,1966,0,47.7228,-122.183,2020,8660,600000
3876200070,20150508T000000,3,3,1520,7500,1180,340,1967,0,47.7276,-122.181,2080,8000,460000
3876200100,20140710T000000,4,2,1560,7500,1560,0,1968,0,47.7281,-122.181,1730,7500,439000
3876300310,20141022T000000,4,2.25,2060,10070,2060,0,1975,0,47.7258,-122.177,2060,8155,439000
3876300600,20141212T000000,4,1.75,1610,11305,1610,0,1968,0,47.727,-122.176,1870,11850,371000
3876300890,20141211T000000,4,2.75,2560,8956,1500,1060,1968,0,47.7278,-122.177,2280,9234,485000
3876301140,20141105T000000,5,2.25,3550,7992,3550,0,1968,0,47.7285,-122.179,2110,7992,575000
3876311390,20150120T000000,3,2.25,2090,9163,1460,630,1975,0,47.7334,-122.167,1960,7713,456500
3876312350,20141202T000000,4,2.25,2170,8050,1220,950,1976,0,47.7354,-122.174,1820,7700,466000
3876312490,20150414T000000,4,2.25,1910,8400,1910,0,1975,0,47.7352,-122.175,1910,8400,435000
3876540600,20150507T000000,3,2.25,1930,8192,1470,460,1984,0,47.2624,-122.299,1510,8192,273000
3876540630,20150227T000000,3,2,1330,8748,1330,0,1986,0,47.2619,-122.298,1510,8584,205500
3876810140,20140527T000000,3,1,1810,12375,1810,0,1970,0,47.7427,-122.172,1420,9357,326500
3880900245,20150202T000000,6,3,2790,4550,2790,0,1907,0,47.627,-122.361,2590,4550,700000
3881900445,20140709T000000,5,2.75,1970,5400,1320,650,1986,0,47.5868,-122.308,1280,2150,399950
3882300100,20141201T000000,3,1.75,1600,16510,1600,0,1984,0,47.6601,-122.135,1510,10407,490000
3885801450,20150226T000000,2,1,1150,6000,710,440,1921,0,47.6841,-122.213,2450,7200,830000
3885802970,20141203T000000,3,2.5,1810,7200,1310,500,1960,0,47.6885,-122.211,2050,7200,827500
3885803625,20141203T000000,3,1.75,1490,3840,1490,0,1984,2014,47.6916,-122.214,3450,8500,835000
3885804305,20140911T000000,4,1.75,2490,7834,1240,1250,1958,0,47.6851,-122.209,3210,7834,949000
3885805325,20140731T000000,4,2.75,2090,8064,2090,0,1967,0,47.6829,-122.195,1460,8400,710000
3885805935,20140926T000000,4,2,1740,9000,1740,0,1958,0,47.6815,-122.198,1850,7700,710000
3886902445,20150316T000000,2,1,920,9000,920,0,1954,0,47.6831,-122.189,1760,8400,535000
3886902505,20150311T000000,3,2,1700,8400,1700,0,1927,0,47.6825,-122.19,1820,9000,616300
3886902590,20150226T000000,5,2,1900,6000,1900,0,1920,0,47.6831,-122.186,2110,8400,470000
3886902870,20140527T000000,4,2.5,2680,7200,1380,1300,1952,2013,47.6835,-122.187,1950,8520,800000
3888100128,20140728T000000,4,3.5,4120,7304,3070,1050,2006,0,47.681,-122.167,2470,9600,968933
3888100226,20140630T000000,3,1.75,3600,8666,2400,1200,1948,0,47.6893,-122.167,2290,8200,461000
3893100327,20140723T000000,3,1,940,8512,940,0,1967,0,47.7002,-122.191,1060,8512,355000
3900100265,20150129T000000,3,1,1020,7650,1020,0,1919,0,47.6795,-122.202,1870,5500,625000
3901100055,20141222T000000,3,1.75,1010,8580,1010,0,1961,0,47.6703,-122.174,1500,8580,350000
3902300350,20140806T000000,4,2.25,2390,8858,1740,650,1979,0,47.6925,-122.184,2240,8858,606000
3904100106,20150427T000000,3,1,2320,6750,1160,1160,1960,0,47.5327,-122.276,1230,6075,335000
3904901200,20140818T000000,3,2.25,2010,11817,2010,0,1986,0,47.5665,-122.023,2190,10168,530000
3904901450,20141120T000000,3,2.25,1850,4050,1850,0,1985,0,47.5669,-122.017,1650,4468,445000
3904901570,20150320T000000,3,2.25,1440,6232,1440,0,1985,0,47.5658,-122.018,1740,5999,432250
3904901670,20140620T000000,3,2.25,1470,4653,1470,0,1985,0,47.5667,-122.018,1560,4119,455000
3904901710,20150224T000000,3,2.25,1450,4789,1450,0,1985,0,47.5665,-122.018,1560,4490,435500
3904910320,20150225T000000,3,2.25,1670,5004,1670,0,1987,0,47.5688,-122.017,1850,5276,484950
3904910520,20140625T000000,3,2.5,1860,8060,1860,0,1987,0,47.5674,-122.017,1850,4661,505000
3904921070,20140812T000000,4,2.5,2340,8971,2340,0,1987,0,47.5679,-122.011,2510,9219,590000
3904930240,20140922T000000,3,2.5,1880,5502,1880,0,1988,0,47.5737,-122.018,2040,5411,485000
3904940070,20150227T000000,4,2.5,2270,8391,2270,0,1988,0,47.574,-122.013,2420,8391,643000
3904940200,20140620T000000,4,3.25,3030,9273,3030,0,1988,0,47.5747,-122.014,2360,7632,660000
3904980030,20150414T000000,3,2.25,1690,4964,1690,0,1989,0,47.5756,-122.01,1800,5036,500000
3904990030,20140709T000000,4,2.5,2570,5250,2570,0,1990,0,47.5763,-122,2260,5392,561000
3905000200,20140509T000000,4,2.5,2260,7753,2260,0,1989,0,47.5752,-121.995,2690,8924,604000
3905000340,20140724T000000,4,2.5,2440,10049,2440,0,1989,0,47.5744,-121.993,2820,8484,672000
3905010140,20140529T000000,4,2.5,2920,9904,2920,0,1990,0,47.5759,-121.995,1810,5617,690000
3905030140,20140622T000000,4,2.5,2090,6023,2090,0,1990,0,47.5713,-121.997,2090,6023,545000
3905040070,20150504T000000,3,2.5,1670,5146,1670,0,1991,0,47.5707,-121.999,1940,5146,540000
3905040800,20140925T000000,3,2.5,1930,5080,1930,0,1990,0,47.5694,-122.001,2190,5085,533600
3905081070,20140521T000000,4,2.5,1900,5790,1900,0,1994,0,47.5691,-121.996,2030,5790,535800
3905081500,20140604T000000,3,2.5,1820,4910,1820,0,1993,0,47.5703,-121.996,2090,6668,532000
3905081800,20140725T000000,4,3,2170,5764,2170,0,1992,0,47.5673,-121.999,2010,5681,560000
3905100070,20150203T000000,3,2.5,1530,3984,1530,0,1995,0,47.569,-122.007,1720,4005,467000
3905100520,20141029T000000,3,2.5,1860,3658,1860,0,1994,0,47.5703,-122.004,1840,3739,510000
3905100740,20140608T000000,4,2.5,1780,4169,1780,0,1994,0,47.5695,-122.006,1830,4164,540000
3905120830,20150415T000000,3,2.5,2180,5496,2180,0,1994,0,47.5723,-122.007,2120,5496,612000
3912000020,20150430T000000,3,2,2290,5001,1490,800,1960,0,47.6909,-122.339,1230,5001,745000
3915500045,20141114T000000,3,1,1010,8581,1010,0,1920,0,47.3043,-122.216,1060,10354,180000
3918400017,20150205T000000,0,0,1470,979,1470,0,2006,0,47.7145,-122.356,1470,1399,380000
3919000030,20150420T000000,5,2.5,2070,9600,1270,800,1962,0,47.4997,-122.364,1950,7800,395000
3923400123,20141017T000000,4,2,2610,14321,1690,920,1940,0,47.4672,-122.296,1630,8599,294950
3931900295,20150423T000000,4,2.5,2610,3500,1610,1000,1927,0,47.6848,-122.326,1820,3900,824500
3942900115,20150421T000000,3,1.75,1360,4998,1360,0,1968,2014,47.547,-122.302,1350,4998,445000
3948900050,20150427T000000,3,3.25,2130,2306,1420,710,1924,0,47.5424,-122.391,1560,4500,616000
3949600090,20141201T000000,3,1,980,9903,980,0,1966,0,47.7746,-122.239,1830,9903,335000
3955900830,20150427T000000,3,2.5,3460,6590,3460,0,2001,0,47.4802,-122.188,2490,6312,467000
3959400135,20140602T000000,2,1,1210,4800,1060,150,1950,0,47.5625,-122.316,1380,4800,380000
3959400400,20140709T000000,3,3.25,2220,8227,1770,450,1929,0,47.5665,-122.316,1750,4800,569000
3959400710,20140730T000000,3,1,1370,6001,1230,140,1944,0,47.5646,-122.317,1370,5520,447000
3959400855,20140820T000000,4,2.75,2470,7200,1350,1120,1940,0,47.5631,-122.317,1500,6000,525000
3969300030,20141229T000000,4,1,1000,7134,1000,0,1943,0,47.4897,-122.24,1020,7138,239900
3969300030,20140723T000000,4,1,1000,7134,1000,0,1943,0,47.4897,-122.24,1020,7138,165000
3971700510,20150129T000000,5,1.75,1830,16650,1610,220,1958,0,47.7734,-122.315,1790,12743,336800
3971700560,20150421T000000,5,2.5,2520,27951,1890,630,1942,1970,47.7733,-122.318,1830,14373,392400
3971700940,20140930T000000,3,1.5,1430,8000,1430,0,1948,0,47.772,-122.322,1410,9820,330000
3971701455,20141003T000000,2,0.5,1180,7750,590,590,1945,0,47.769,-122.316,1380,8976,273000
3971701922,20141029T000000,3,1.5,1610,13500,1060,550,1970,0,47.7674,-122.31,1540,11479,390000
3972300100,20141229T000000,4,2.5,2060,8968,1190,870,1975,0,47.7686,-122.317,1350,8972,459500
3972900160,20150403T000000,4,2,1580,6250,860,720,1977,0,47.7659,-122.31,1580,6250,190000
3972900735,20140814T000000,3,1.5,1070,9331,1070,0,1956,0,47.7633,-122.313,1480,8400,220000
3987700115,20140728T000000,4,1.75,1640,9299,870,770,1943,0,47.5334,-122.168,2460,14326,522500
3990200125,20140711T000000,3,2,1860,7400,930,930,1922,2004,47.4598,-122.352,1640,8461,385000
3992700036,20140626T000000,3,1,1170,6700,1170,0,1957,0,47.7122,-122.29,2410,7620,415000
3992700265,20140804T000000,3,1,1060,8040,1060,0,1949,0,47.7121,-122.287,1300,7620,385100
3992700335,20140707T000000,2,1,1190,4440,1190,0,1981,0,47.7135,-122.287,1060,5715,382500
3996900125,20141201T000000,3,1,1060,10228,1060,0,1948,0,47.7481,-122.3,1570,10228,230000
3996900160,20140708T000000,2,1,770,8149,770,0,1948,0,47.7458,-122.298,1160,8149,277000
3996900295,20141214T000000,2,1,1140,8340,1140,0,1948,0,47.7448,-122.3,1030,8149,358000
4003000053,20140813T000000,3,2.75,2250,9600,1830,420,1909,1991,47.6033,-122.287,2060,4980,765000
4003000110,20141029T000000,4,2.5,2710,4069,2710,0,1990,0,47.604,-122.288,1810,3586,865000
4006000251,20140822T000000,3,1,970,5000,970,0,1968,0,47.5282,-122.279,1290,5875,226000
4013800131,20140807T000000,2,1,1747,12250,1747,0,1948,0,47.3282,-122.285,1620,10300,267500
4014400190,20140714T000000,4,2.5,2846,85377,1976,870,2000,0,47.317,-122.281,1696,57934,482000
4014400292,20150114T000000,3,2.5,2714,17936,2714,0,2005,0,47.3185,-122.275,2590,18386,465000
4017110200,20150127T000000,3,2.25,2070,9957,1440,630,1977,0,47.7766,-122.277,2070,10158,469000
4019300195,20150124T000000,3,3,2990,30869,2990,0,1951,2003,47.7602,-122.278,1750,15802,900000
4019300906,20140724T000000,5,2.5,2670,14455,2670,0,1958,0,47.7565,-122.284,1810,14455,685000
4019301500,20140828T000000,3,2.25,2210,11585,1510,700,1958,0,47.7574,-122.279,1870,14092,507000
4021100045,20140715T000000,3,2,2380,17950,2110,270,1934,0,47.7591,-122.28,2030,23900,550000
4021700025,20140610T000000,5,3,3670,10583,2060,1610,1952,0,47.7589,-122.277,2720,13865,569000
4022900077,20150413T000000,4,2.75,2750,15450,1800,950,1978,0,47.7749,-122.283,2750,10620,615000
4022900125,20140902T000000,4,2.5,2430,11870,1590,840,1968,0,47.7761,-122.285,2430,9600,605000
4022900569,20141017T000000,3,1.75,1900,10454,1390,510,1978,0,47.7748,-122.291,2000,12000,405000
4022900837,20140613T000000,3,1.75,1820,9545,1230,590,1976,0,47.7772,-122.296,1790,9530,350000
4022902505,20140731T000000,3,2.25,2220,9800,2220,0,1987,0,47.7635,-122.286,2420,10232,470000
4022906430,20140630T000000,3,2.25,2070,15002,2070,0,1955,2013,47.7635,-122.274,2070,15002,560000
4022907770,20141014T000000,4,1.75,2480,14782,1460,1020,1958,0,47.7646,-122.271,2910,10800,550000
4023500118,20140723T000000,3,1.75,1490,9844,1190,300,1959,0,47.7626,-122.297,1840,10150,411000
4024100951,20150105T000000,7,3,2940,8624,1690,1250,1977,0,47.7555,-122.307,1850,8031,420000
4024100961,20140728T000000,3,1.75,1830,10954,1830,0,1963,0,47.7554,-122.306,1850,8624,346950
4024101052,20141217T000000,3,1,1240,6090,1240,0,1950,0,47.7542,-122.307,1550,9096,305500
4024101545,20140922T000000,4,2.25,1750,10270,1750,0,1968,0,47.7612,-122.31,1750,10127,364000
4024101715,20140905T000000,3,1,910,8658,910,0,1955,0,47.7586,-122.303,1170,10200,306000
4025300135,20150508T000000,3,1.75,1790,9813,1790,0,1949,0,47.749,-122.305,1520,10125,451000
4025300195,20150318T000000,4,2.5,2820,10125,2820,0,2008,0,47.7494,-122.304,1560,10125,685000
4027700812,20140529T000000,4,2.25,2590,10002,1340,1250,1968,0,47.7689,-122.266,1550,10436,452000
4027700844,20140916T000000,3,2.5,1970,9153,1970,0,2007,0,47.7698,-122.268,1800,9800,509950
4027700853,20150428T000000,6,2,2400,7684,1200,1200,1932,2005,47.7705,-122.269,1290,9800,387500
4027701182,20140722T000000,3,1,1320,11457,1320,0,1959,0,47.7738,-122.261,1900,9800,339950
4027701275,20140718T000000,3,1,1240,6195,1240,0,1948,0,47.7681,-122.266,1760,11080,230000
4027701291,20140820T000000,4,3,2760,13113,1760,1000,1974,0,47.7669,-122.268,1900,13113,550000
4027701294,20150129T000000,3,2.75,2650,12350,1470,1180,1975,0,47.7669,-122.268,1950,14075,485000
4035900015,20140619T000000,4,3,2620,18362,1870,750,1956,0,47.5646,-122.184,2630,16792,659500
4035900060,20140919T000000,3,1.75,1600,20873,1600,0,1955,0,47.5632,-122.182,2640,18364,515000
4036800015,20141001T000000,4,1.75,1730,11700,880,850,1956,0,47.6031,-122.13,1570,7820,465000
4036800805,20140513T000000,3,1.5,1240,7735,1240,0,1957,0,47.601,-122.122,1260,7500,523000
4036801170,20141013T000000,4,1.75,1760,7300,880,880,1956,0,47.6034,-122.125,1680,7500,380000
4037200075,20140911T000000,6,2.25,2450,25600,1340,1110,1957,0,47.6061,-122.117,1850,10230,662500
4037200295,20140819T000000,3,1.75,1520,8835,1520,0,1957,0,47.6054,-122.118,1760,8580,525000
4037200735,20150414T000000,4,1.75,2070,9120,1250,820,1958,0,47.6045,-122.123,1650,8400,430000
4037400295,20140730T000000,4,2.25,2530,8736,1210,1320,1958,0,47.6049,-122.126,1720,8500,618000
4037800015,20150123T000000,5,2,2590,8610,1340,1250,1958,0,47.6112,-122.126,1750,8610,480000
4037800140,20140814T000000,4,2,2100,8880,2100,0,1958,0,47.6115,-122.124,1280,9102,548000
4038100110,20140707T000000,3,2.25,1680,9090,1130,550,1959,0,47.6068,-122.13,1960,9090,480000
4038600260,20140922T000000,4,2.25,2380,16236,1540,840,1961,0,47.6126,-122.12,2230,8925,699900
4038700930,20141113T000000,4,2.5,2100,8800,1240,860,1960,0,47.6146,-122.114,2000,8800,630000
4039100400,20150506T000000,3,2.5,3000,8250,1760,1240,1963,0,47.6191,-122.112,2040,8250,515000
4039300400,20140919T000000,3,2.25,1620,8701,1220,400,1962,0,47.6071,-122.137,1600,7910,469950
4039701080,20140625T000000,5,3.5,3100,10200,1660,1440,1970,0,47.6134,-122.112,2700,10455,905000
4040200490,20140820T000000,3,1.75,1420,5170,1420,0,1963,0,47.6151,-122.145,2250,7700,461000
4040800090,20140506T000000,3,1.75,1260,6500,1260,0,1966,0,47.6224,-122.116,1500,7700,390000
4040800600,20140609T000000,3,1.75,1300,8800,1300,0,1963,0,47.6199,-122.116,1350,8800,502000
4040800810,20140502T000000,3,2.25,2000,8030,1000,1000,1963,0,47.6188,-122.114,2070,8250,420000
4045500130,20140909T000000,2,1,1040,20524,1040,0,1949,1989,47.6981,-121.875,1880,38996,154000
4045500510,20140521T000000,1,1,960,40946,960,0,1945,0,47.6951,-121.864,1320,20350,420850
4045500625,20140822T000000,3,3.25,3710,38509,3710,0,1998,0,47.693,-121.868,1680,25865,935000
4045500710,20141218T000000,2,0.75,1160,15029,870,290,1937,0,47.6929,-121.87,1870,25346,405000
4045800030,20150511T000000,3,2.25,2220,10530,1700,520,1974,0,47.6383,-122.098,2500,10014,739000
4045900147,20140801T000000,3,2.75,2550,54014,1980,570,1967,0,47.7596,-122.117,2180,21600,590000
4046500320,20150120T000000,3,1.75,1660,16275,1660,0,1990,0,47.6903,-121.915,1520,16275,342000
4046500510,20140905T000000,3,1.75,1410,16105,1410,0,1982,0,47.6927,-121.913,1550,18615,307000
4046600750,20150414T000000,3,1.75,1370,19550,1370,0,1978,2006,47.7002,-121.912,1430,17550,375000
4047200265,20140811T000000,2,1,1100,17817,620,480,1980,0,47.7728,-121.9,1790,20009,325000
4047200300,20150205T000000,3,1.5,2605,12030,1355,1250,2003,0,47.7725,-121.899,1590,15242,599900
4047200695,20140618T000000,3,2.5,1600,26977,1600,0,2005,0,47.7736,-121.901,1790,27743,330000
4047200850,20150402T000000,3,1.5,1620,21929,1620,0,1990,0,47.767,-121.903,1600,21679,387000
4048400070,20141205T000000,2,1,1070,32633,1070,0,1930,0,47.4716,-122.078,1360,32156,320000
4054500590,20140626T000000,4,3.5,4040,50479,4040,0,1987,0,47.7196,-122.048,3770,40899,910000
4054520100,20150210T000000,4,2.5,3700,63991,3700,0,1992,0,47.7319,-122.051,3210,47215,898000
4054530090,20150429T000000,4,2.5,3290,35001,3290,0,1991,0,47.7231,-122.038,4090,40371,783350
4055700778,20141114T000000,4,2.5,3180,20870,2120,1060,1967,0,47.7176,-122.241,2700,14190,523000
4055700955,20140622T000000,4,3.5,3530,14406,2570,960,1987,0,47.7073,-122.244,3170,15181,874150
4057300200,20141222T000000,3,1.5,1150,3323,1150,0,1988,0,47.5707,-122.017,1150,2980,310000
4058000060,20150409T000000,3,2,2220,94300,1640,580,1976,0,47.3459,-121.95,2070,80100,416000
4058800830,20150318T000000,6,3,3840,14040,2460,1380,1949,0,47.506,-122.241,2170,6765,612000
4058801240,20141028T000000,3,2.25,1620,7150,1280,340,1950,0,47.5048,-122.241,1620,6930,330000
4058801670,20140717T000000,3,2.25,2100,8201,1620,480,1967,0,47.5091,-122.244,2660,8712,445000
4058802105,20140904T000000,3,1,1450,6776,1450,0,1952,0,47.5056,-122.244,1680,7200,150000
4060000240,20140623T000000,2,1,880,6780,880,0,1945,0,47.5009,-122.248,1190,6780,205425
4070700300,20150504T000000,3,2.5,2080,3729,2080,0,1996,0,47.6731,-122.199,2080,4000,898888
4073800140,20140811T000000,3,3.25,2210,3600,1820,390,1995,0,47.7031,-122.279,2010,6690,429000
4077800017,20140813T000000,4,2.75,2740,6200,1820,920,1947,0,47.7084,-122.277,2430,6000,775000
4083301645,20141024T000000,3,1,1550,6840,1550,0,1918,0,47.6572,-122.335,2370,4560,525000
4083302370,20150313T000000,5,1,1860,3040,1530,330,1921,0,47.6559,-122.339,1910,3600,775000
4083303815,20150421T000000,5,2,3160,3990,1870,1290,1923,0,47.654,-122.337,1780,4240,695000
4083304190,20140804T000000,1,2.5,1820,3008,1090,730,1910,2004,47.6529,-122.339,1860,3420,680000
4083305445,20140815T000000,3,2,1340,2720,1340,0,1913,0,47.6518,-122.335,2030,4590,650000
4083306175,20150401T000000,3,1.75,1080,3200,880,200,1926,0,47.6503,-122.338,1780,5200,805000
4083800340,20150402T000000,5,2,1380,4300,1380,0,1916,0,47.6647,-122.337,1830,3800,462000
4083801785,20150313T000000,2,1,1070,5000,1070,0,1924,0,47.6631,-122.337,1400,4000,660000
4099500935,20140723T000000,3,1.75,2180,10221,1140,1040,1946,0,47.5885,-122.248,2180,8535,705000
4100000140,20141013T000000,4,1.75,2060,9828,2060,0,1960,0,47.5867,-122.174,2260,9996,640000
4101410050,20150421T000000,4,1.75,1900,8800,1140,760,1975,0,47.6579,-122.197,2280,8800,675000
4102000075,20140522T000000,1,0.75,1170,14149,880,290,1962,0,47.2653,-121.91,1130,24513,275000
4109600055,20141229T000000,5,2.5,3150,5150,1870,1280,1907,2004,47.5506,-122.269,1550,5150,614000
4109600195,20140718T000000,4,2.75,2310,5000,1480,830,1908,0,47.5502,-122.268,1100,5000,524000
4112100165,20150317T000000,3,3,2010,2554,1860,150,2001,0,47.5525,-122.269,1370,5100,475000
4113800300,20150414T000000,4,2.5,2420,7744,2420,0,1994,0,47.534,-122.18,2820,11129,600000
4113800550,20140721T000000,4,2.5,2440,7322,2440,0,1991,0,47.5357,-122.179,2590,9927,562500
4123400320,20140505T000000,4,2.25,1990,7712,1210,780,1973,0,47.5688,-122.087,1720,7393,627000
4123400340,20141203T000000,4,2.25,1580,7307,1160,420,1973,0,47.569,-122.086,2020,7458,525000
4123810090,20140909T000000,3,2.25,2140,10256,2140,0,1987,0,47.3751,-122.044,2040,11717,393000
4123810140,20150227T000000,3,2,1970,7000,1970,0,1986,0,47.3744,-122.043,1970,7365,429800
4123830070,20141224T000000,3,2,1750,7000,1750,0,1993,0,47.3693,-122.041,1840,6969,363000
4123840310,20150106T000000,3,2.5,1810,5192,1810,0,1993,0,47.3724,-122.042,1810,6200,342500
4131500140,20150212T000000,5,1.75,1680,8400,1680,0,1979,0,47.3035,-122.307,1800,8550,175000
4136890260,20140627T000000,5,2.75,2400,8050,2400,0,1998,0,47.2635,-122.209,2400,8050,327000
4136890560,20150430T000000,4,2.5,2590,11018,2590,0,1998,0,47.2634,-122.211,2400,8042,346300
4136930310,20141106T000000,4,2.5,2390,7115,2390,0,1999,0,47.2593,-122.222,2600,7916,360000
4136950140,20141215T000000,3,2.5,1700,6000,1700,0,1997,0,47.2615,-122.221,1940,6626,250000
4136980090,20150407T000000,4,4.25,4883,26040,3859,1024,2006,0,47.263,-122.216,3736,9870,537000
4137000110,20140725T000000,3,2.5,2270,7917,2270,0,1986,0,47.2643,-122.22,2160,7917,340000
4137000590,20140717T000000,4,2.25,2140,9377,2140,0,1986,0,47.2649,-122.218,2030,7846,322500
4137010240,20140716T000000,3,2.25,2820,11625,2820,0,1986,0,47.2621,-122.218,2290,8488,336000
4137010260,20140825T000000,3,2.25,2200,8375,2200,0,1988,0,47.2626,-122.218,2200,10002,285167
4137050060,20141104T000000,4,2.5,2050,7416,2050,0,1990,0,47.2658,-122.219,2050,7920,280000
4137060270,20150105T000000,4,2.5,2460,10320,2460,0,1993,0,47.2599,-122.215,2210,9024,313000
4139400710,20140523T000000,4,2.5,2380,9614,2380,0,1991,0,47.5623,-122.116,2560,9770,782000
4139440830,20140603T000000,5,2.75,3040,10257,3040,0,1993,0,47.5531,-122.119,2860,9327,960000
4139460200,20150325T000000,4,2.5,3330,9557,3330,0,1995,0,47.5526,-122.102,3360,9755,905000
4139680070,20140617T000000,5,3.5,3130,4797,2570,560,2014,0,47.5664,-122.129,3440,5439,866059
4140090240,20141105T000000,3,2.25,2590,9263,1440,1150,1977,0,47.7691,-122.262,2580,9450,520000
4140090320,20150320T000000,5,2.75,3740,6750,1980,1760,1978,0,47.7679,-122.261,2620,7920,595000
4140090370,20150218T000000,4,2.5,3060,7920,1810,1250,1974,0,47.7675,-122.261,2690,7767,446500
4140900140,20140527T000000,3,1.75,1650,12940,1650,0,1961,0,47.7629,-122.268,2830,12600,438000
4140930110,20141210T000000,4,2.75,3400,7081,3400,0,2001,0,47.5661,-122.123,3060,7081,828200
4141400100,20150120T000000,4,2.25,2050,9720,2050,0,1967,0,47.5911,-122.119,2310,9680,545000
4142450510,20140723T000000,3,2.5,1990,3600,1990,0,2004,0,47.3841,-122.041,1790,3600,310000
4147200140,20140821T000000,4,3,3500,13444,2360,1140,1977,0,47.5468,-122.231,3140,12935,895000
4151800195,20150330T000000,3,1,1410,4840,1230,180,1942,0,47.6646,-122.204,1410,5400,650000
4151800375,20141204T000000,2,1,960,6263,960,0,1942,0,47.6646,-122.202,1460,6054,660000
4151800470,20140820T000000,3,2,1010,5973,1010,0,1942,0,47.6652,-122.202,1920,6015,675000
4154300275,20150115T000000,2,1,990,4800,990,0,1908,0,47.5615,-122.28,1700,5400,245000
4154300465,20140916T000000,5,2,3110,6131,1560,1550,1940,0,47.5615,-122.279,1720,6600,719000
4154305290,20141120T000000,5,3,2350,6480,1650,700,1924,1962,47.558,-122.266,1840,7200,805000
4164100160,20140716T000000,4,1.75,2390,23899,1750,640,1949,0,47.7557,-122.237,1840,33900,450000
4166600473,20141209T000000,4,2.25,2390,11250,2390,0,1988,0,47.3305,-122.371,2480,11250,359500
4167300030,20150209T000000,4,1.75,1810,7480,1230,580,1977,0,47.3275,-122.361,1870,9594,260000
4167300300,20140813T000000,4,1.75,1880,12150,1280,600,1976,0,47.3272,-122.363,1980,9680,310000
4167300310,20150317T000000,3,1.75,1920,11340,1230,690,1977,0,47.3272,-122.362,1980,9638,324500
4167300350,20140508T000000,4,1.75,1730,8320,1230,500,1977,0,47.327,-122.361,1840,9800,258000
4168000060,20150226T000000,3,1,1200,10500,1200,0,1962,0,47.322,-122.351,1350,10500,153000
4168000110,20140826T000000,3,1,1080,10200,1080,0,1962,0,47.3215,-122.351,1230,10400,207000
4171200025,20150327T000000,3,1.5,1940,8951,1300,640,1958,0,47.473,-122.328,2000,8319,299950
4178300130,20150413T000000,7,3.5,3470,16264,3470,0,1980,0,47.6203,-122.149,3040,13500,950000
4178300310,20140716T000000,4,2.5,2290,13416,2290,0,1981,0,47.6194,-122.151,2680,13685,785000
4178500100,20140723T000000,3,2.25,1670,7150,1670,0,1990,0,47.3603,-122.088,1570,7040,282500
4188000490,20140922T000000,4,2.5,3620,42580,3620,0,1984,0,47.7204,-122.115,2950,33167,900000
4188000640,20140911T000000,4,2.5,2540,28563,2540,0,1984,0,47.7185,-122.114,2790,20301,775000
4193500140,20140911T000000,3,1.75,1800,8000,1800,0,1972,0,47.6357,-122.119,1950,8500,665000
4202400135,20140626T000000,3,1.5,1220,6000,1220,0,1968,0,47.4904,-122.222,1660,6000,177500
4213910030,20150401T000000,4,2.5,1670,5116,1670,0,1999,0,47.7667,-122.33,1910,7210,550000
