id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
2905,p,f,,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,,7,1,5,7
2906,p,f,,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,,5,1,1,7
2907,e,k,,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,,5,1,1,1
2908,p,f,,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,,7,1,2,7
2909,p,x,,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,,9,1,2,1
2910,p,x,,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,,7,1,1,1
2911,e,f,,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,,8,1,1,3
2912,p,x,,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,,2,1,2,5
2913,p,x,,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,,9,1,2,5
2914,p,x,,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,,4,1,1,1
2915,p,x,,t,f,f,c,b,t,b,f,s,p,o,p,h,v,g,,7,1,1,1
2916,p,f,,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,,5,1,1,1
2917,e,k,,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,,5,1,6,1
2918,p,x,,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,,5,1,1,1
2919,p,x,,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,,9,1,1,5
2920,e,k,,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,,5,1,6,1
2921,p,f,,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,,2,1,5,5
2922,e,x,,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,,5,1,6,3
2923,p,f,,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,,4,1,1,1
2924,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,1,3
2925,p,b,y,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,1,5,1,1,7
2926,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,g,7,7,1,1,1
2927,p,x,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,1
2928,p,x,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,1
2929,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,7,5,1,1,1
2930,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,5
2931,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,5,1,1,3
2932,e,k,f,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,9,5,1,1,7
2933,p,x,y,f,f,f,c,b,e,b,k,k,,,,,,g,2,7,,4,
2934,e,x,s,t,n,f,c,b,e,?,s,s,,,,,,w,1,5,,6,
2935,p,f,f,f,f,f,c,b,e,b,k,k,,,,,,p,4,4,,4,
2936,p,f,y,f,f,f,c,b,e,b,k,k,,,,,,d,2,4,,5,
2937,p,f,s,t,f,f,c,b,t,b,s,f,,,,,,u,4,5,,1,
2938,p,k,y,t,n,f,w,n,e,b,s,s,,,,,,l,3,5,,1,
2939,e,k,f,f,n,f,w,n,e,b,f,f,,,,,,l,1,5,,1,
2940,p,k,f,f,n,f,c,n,e,?,k,y,,,,,,d,2,5,,1,
2941,p,f,s,t,f,f,c,b,t,b,f,f,,,,,,g,3,5,,1,
2942,p,f,y,f,n,f,c,n,e,?,k,y,,,,,,d,2,5,,1,
2943,p,f,y,f,f,f,c,b,e,b,k,k,,,,,,d,2,2,,2,
2944,e,k,s,t,n,f,c,b,e,?,s,s,,,,,,w,7,8,,1,
2945,p,f,y,,,,,,,b,k,k,,,,,,p,2,,,2,
2946,p,x,y,,,,,,,?,s,s,,,,,,p,1,,,1,
2947,p,x,y,,,,,,,b,k,k,,,,,,d,2,,,2,
2948,p,x,y,,,,,,,b,k,k,,,,,,p,2,,,2,
2949,p,b,y,,,,,,,b,s,s,,,,,,g,3,,,1,
2950,p,f,y,,,,,,,b,k,k,,,,,,g,2,,,2,
2951,p,x,s,,,,,,,b,s,f,,,,,,g,3,,,1,
2952,p,x,s,,,,,,,b,s,s,,,,,,g,7,,,1,
2953,e,k,y,,,,,,,?,s,s,,,,,,w,7,,,1,
2954,p,f,y,,,,,,,b,k,k,,,,,,p,2,,,4,
2955,p,x,s,,,,,,,b,f,f,,,,,,g,7,,,1,
2956,p,b,y,,,,,,,b,s,s,,,,,,m,7,,,1,
2957,p,x,s,,,,,,,b,s,f,,,,,,g,3,,,1,
2958,e,k,s,,,,,,,?,s,s,p,t,e,w,c,w,1,,1,1,3
2959,p,f,s,,,,,,,b,f,s,p,o,p,h,s,u,4,,1,1,1
2960,p,x,f,,,,,,,?,k,y,p,o,e,w,v,d,2,,1,1,2
2961,p,f,s,,,,,,,b,s,s,p,o,p,h,v,g,4,,1,1,1
2962,p,f,y,,,,,,,b,k,k,p,o,l,h,y,d,2,,1,2,7
2963,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,1,,1,1,2
2964,p,f,s,,,,,,,b,s,f,p,o,p,h,s,u,7,,1,1,1
2965,e,f,s,,,,,,,?,s,s,p,t,e,w,c,w,5,,1,1,1
2966,p,x,y,,,,,,,?,s,s,p,o,e,w,v,d,1,,1,2,5
2967,p,x,y,,,,,,,?,s,s,p,o,e,w,v,d,1,,1,1,1
2968,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1,,1,1,1
2969,p,x,s,,,,,,,b,f,s,p,o,p,h,v,u,3,,1,1,1
2970,e,k,s,,,,,,,?,s,s,p,t,e,w,c,w,1,,1,6,3
2971,p,f,y,,,,,,,b,k,k,p,o,l,h,y,g,4,,1,5,5
2972,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,7,,1,1,3
2973,p,f,s,,,,,,,b,f,s,p,o,p,h,s,u,3,,1,1,1
2974,e,k,f,,,,,,,b,s,s,p,o,e,w,v,l,1,,1,1,7
2975,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,1,,1,1,1
2976,p,f,s,,,,,,,b,f,s,p,o,p,h,v,g,3,,1,1,1
2977,p,x,s,,,,,,,b,s,s,p,o,p,h,v,u,4,,1,1,1
2978,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,2,,1,1,2
2979,p,f,s,,,,,,,b,s,s,p,t,p,r,v,m,3,,1,1,1
2980,p,f,f,,,,,,,b,k,k,p,o,l,h,y,p,2,,1,5,6
2981,e,k,y,,,,,,,?,s,s,p,t,e,w,c,w,6,,1,6,1
2982,p,f,y,,,,,,,b,s,s,p,o,p,w,c,l,3,,1,1,1
2983,p,f,s,,,,,,,b,f,s,p,o,p,h,v,u,7,,1,1,1
2984,e,f,y,,,,,,,?,s,f,p,o,f,h,y,d,3,,1,1,1
2985,e,x,y,,,,,,,?,s,f,p,o,f,h,v,d,10,,1,1,1
2986,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,7,,1,1,3
2987,p,f,s,,,,,,,b,s,s,p,o,p,h,v,g,4,,1,1,1
2988,p,x,y,,,,,,,?,s,k,p,o,e,w,v,d,5,,1,2,1
2989,p,f,y,,,,,,,b,k,k,p,o,l,h,y,p,2,,1,5,6
2990,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,4,,1,1,1
2991,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,7,,1,1,1
2992,e,f,s,,,,,,,?,s,s,p,t,e,w,c,w,5,,1,6,1
2993,p,x,y,,,,,,,?,k,k,p,o,e,w,v,d,5,,1,1,5
2994,p,f,f,,,,,,,b,k,k,p,o,l,h,y,g,4,,1,4,6
2995,p,f,y,,,,,,,b,k,k,p,o,l,h,y,d,2,,1,4,6
2996,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,1,,1,6,1
2997,p,f,s,,,,,,,b,f,f,p,o,p,h,s,g,4,,1,1,1
2998,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1,,1,2,1
2999,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,3,,1,1,1
3000,e,x,f,,,,,,,b,s,s,p,o,e,w,v,l,9,,1,1,7
3001,p,f,s,,,,,,,b,f,s,p,o,p,h,v,g,4,,1,1,1
3002,p,f,f,,,,,,,b,k,k,p,o,l,h,v,p,4,,1,5,5
3003,e,x,y,,,,,,,?,s,f,p,o,f,h,y,d,10,,1,1,1
3004,p,x,f,,,,,,,b,k,k,p,o,l,h,v,p,2,,1,2,6
3005,p,x,y,,,,,,,?,s,k,p,o,e,w,v,l,1,,1,2,5
3006,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1,,1,1,1
3007,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,5,,1,6,1
3008,p,x,s,,,,,,,b,s,f,p,o,p,h,v,u,4,,1,1,1
3009,e,k,y,,,,,,,?,s,s,p,t,e,w,c,w,1,,1,1,3
3010,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,5,,1,1,1
3011,p,x,y,,,,,,,?,s,k,p,o,e,w,v,p,1,,1,2,5
3012,p,b,y,,,,,,,?,k,y,p,o,e,w,v,d,1,,1,1,2
3013,p,x,y,,,,,,,?,s,s,p,o,e,w,v,p,1,,1,1,5
3014,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,7,,1,1,3
3015,p,x,s,,,,,,,b,f,s,p,o,p,h,v,g,3,,1,1,1
3016,p,f,y,,,,,,,b,k,k,p,o,l,h,v,g,2,,1,2,6
3017,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,1,,1,1,1
3018,p,b,y,,,,,,,b,s,s,p,t,p,r,v,m,3,,1,1,1
3019,e,x,y,,,,,,,b,s,f,p,o,e,w,v,l,1,,1,1,7
3020,p,f,y,,,,,,,b,k,k,p,o,l,h,v,p,2,,1,5,5
3021,p,x,s,,,,,,,b,f,s,p,o,p,h,s,g,7,,1,1,1
3022,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1,,1,1,5
3023,p,x,s,,,,,,,b,s,s,p,o,p,h,s,u,4,,1,1,1
3024,p,f,s,,,,,,,b,s,f,p,o,p,h,s,u,4,,1,1,1
3025,p,x,y,,,,,,,?,k,s,p,o,e,w,v,p,1,,1,1,1
3026,e,f,y,,,,,,,?,s,f,p,o,f,h,v,d,3,,1,1,1
3027,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,1,,1,2,1
3028,p,f,f,,,,,,,b,k,k,p,o,l,h,v,g,4,,1,5,6
3029,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,5,,1,2,5
3030,p,x,s,,,,,,,b,s,s,p,o,p,h,v,g,3,,1,1,1
3031,p,f,y,,,,,,,b,k,k,p,o,l,h,v,d,4,,1,5,6
3032,p,x,s,,,,,,,b,s,f,p,o,p,h,s,u,3,,1,1,1
3033,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,2,,1,1,7
3034,p,f,s,,,,,,,b,s,f,p,o,p,h,v,u,3,,1,1,1
3035,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,u,4,7,1,1,1
3036,e,x,y,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,9,5,1,1,7
3037,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3,7,1,1,1
3038,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,5
3039,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6,12,1,1,1
3040,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,4,1,2,6
3041,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,6,3
3042,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,7,12,1,1,1
3043,p,x,f,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2,5,1,1,7
3044,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,7,1,2,6
3045,e,f,f,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,1,5,1,1,7
3046,e,x,f,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,1,5,1,1,7
3047,p,x,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,1,5
3048,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,4,4,1,1,1
3049,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,7,7,1,1,1
3050,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,g,4,5,1,1,1
3051,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,7,7,1,1,1
3052,e,x,y,f,n,f,c,n,e,?,s,f,p,o,f,h,v,d,10,7,1,1,1
3053,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,7,1,4,6
3054,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4,7,1,1,1
3055,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
3056,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2,7,1,2,6
3057,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,u,3,5,1,1,1
3058,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,3,5,1,1,1
3059,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,4,1,2,5
3060,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,7,1,4,6
3061,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,1
3062,p,x,y,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2,5,1,1,7
3063,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1,8,1,6,3
3064,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,4,1,2,5
3065,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,4,7,1,1,1
3066,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,2,5
3067,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,7,1,5,6
3068,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,2,1,4,7
3069,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,3,7,1,1,1
3070,p,f,s,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,6,5,1,1,1
3071,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2,7,1,2,7
3072,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,5,1,1,3
3073,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,7,7,1,1,1
3074,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,3,4,1,1,1
3075,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,3,7,1,1,1
3076,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,1,1
3077,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,6,12,1,1,1
3078,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,7,7,1,1,1
3079,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,5,1,1,1
3080,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,1
3081,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,4,1,5,6
3082,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,u,3,4,1,1,1
3083,e,f,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7,8,1,6,1
3084,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,7,5,1,1,1
3085,e,x,f,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,9,5,1,1,7
3086,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,1,3
3087,e,x,y,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,1,5,1,1,7
3088,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,5,1,6,3
3089,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,4,5,1,1,1
3090,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,5,1,1,3
3091,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,5,1,1,3
3092,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,g,3,4,1,1,1
3093,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7,8,1,6,1
3094,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,g,7,4,1,1,1
3095,p,b,y,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2,5,1,1,2
3096,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,3,7,1,1,1
3097,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2,7,1,5,5
3098,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,4,1,2,7
3099,p,b,f,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,1,5,1,1,2
3100,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,4,1,2,5
3101,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,4,1,4,6
3102,e,f,y,f,n,f,w,n,e,b,s,s,p,o,e,w,v,l,9,5,1,1,7
3103,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,1
3104,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3,7,1,1,1
3105,p,x,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,1
3106,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6,12,1,1,1
3107,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,2,1,2,5
3108,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,g,7,5,1,1,1
3109,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,2,1,5,6
3110,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,7,4,1,1,1
3111,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,7,7,1,1,1
3112,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,5
3113,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,7,1,2,7
3114,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1,8,1,1,1
3115,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2,2,1,5,6
3116,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7,8,1,1,3
3117,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,5,1,6,1
3118,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1,8,1,6,3
3119,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,3,4,1,1,1
3120,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,7,1,4,5
3121,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,6,1
3122,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,5,1,1,3
3123,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,2,1,4,7
3124,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,7,2,1,1,1
3125,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,7,7,1,1,1
3126,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,4,5,1,1,1
3127,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,7,4,1,1,1
3128,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,7,1,2,7
3129,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3,5,1,1,1
3130,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4,5,1,1,1
3131,e,f,y,f,n,f,c,n,e,?,s,f,p,o,f,h,y,d,10,7,1,1,1
3132,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2,4,1,4,5
3133,p,x,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
3134,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,7,5,1,1,1
3135,e,x,f,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,9,5,1,1,7
3136,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,4,7,1,1,1
3137,e,x,y,f,n,f,c,n,e,?,s,f,p,o,f,h,y,d,8,4,1,1,1
3138,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,7,1,4,7
3139,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,4,1,2,5
3140,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,3,2,1,1,1
3141,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
3142,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,5
3143,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,7,1,2,7
3144,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,6,3
3145,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,4,5,1,1,1
3146,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,g,7,5,1,1,1
3147,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,1
3148,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4,7,1,1,1
3149,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
3150,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,3,4,1,1,1
3151,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,4,5,1,1,1
3152,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,g,4,5,1,1,1
3153,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,2,1,2,5
3154,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,4,1,5,7
3155,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,4,1,4,7
3156,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2,2,1,5,5
3157,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,4,5,1,1,1
3158,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,7,4,1,1,1
3159,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,3,7,1,1,1
3160,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,4,1,2,7
3161,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,7,7,1,1,1
3162,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,5
3163,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3,5,1,1,1
3164,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,8,1,6,1
3165,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,7,5,1,1,1
3166,p,x,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
3167,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1,8,1,1,3
3168,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3,5,1,1,1
3169,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3,4,1,1,1
3170,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,5
3171,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,3,5,1,1,1
3172,p,x,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,1
3173,p,b,s,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6,5,1,1,1
3174,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,1
3175,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,2,1,5,7
3176,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,2,1,2,7
3177,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,7,1,5,6
3178,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,3,12,1,1,1
3179,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,4,7,1,1,1
3180,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,5,1,6,3
3181,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,g,3,5,1,1,1
3182,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6,8,1,1,1
3183,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,3,4,1,1,1
3184,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,1
3185,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,4,1,5,7
3186,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,4,1,2,7
3187,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,4,1,2,5
3188,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,5,1,1,3
3189,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,2,1,2,6
3190,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,5
3191,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,g,7,5,1,1,1
3192,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,7,1,2,6
3193,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,8,1,6,1
3194,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,6,2,1,1,1
3195,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,3,5,1,1,1
3196,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,2,1,4,6
3197,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2,7,1,2,6
3198,e,f,y,f,n,f,c,n,e,?,s,f,p,o,f,h,v,d,10,5,1,1,1
3199,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,g,3,4,1,1,1
3200,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,3,4,1,1,1
3201,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,7,4,1,1,1
3202,p,x,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,1,5
3203,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5,8,1,6,3
