citizen-id,age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,salary-class
2605,46, State-gov, HS-grad,9, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
2606,67, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,35, United-States, <=50K
2607,35,Unknown, HS-grad,9, Never-married,Unknown, Black, Female,40, United-States, <=50K
2608,47, Private, HS-grad,9, Separated, Craft-repair, White, Male,40, United-States, <=50K
2609,39, Private, 10th,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2610,50, Private, Some-college,10, Divorced, Other-service, Asian-Pac-Islander, Male,40, Philippines, <=50K
2611,58, Self-emp-not-inc, 12th,8, Divorced, Sales, White, Female,52, United-States, <=50K
2612,36, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, White, Female,30, United-States, >50K
2613,45, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,36, England, >50K
2614,54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
2615,26, Private, Bachelors,13, Never-married, Adm-clerical, White, Male,30, United-States, <=50K
2616,60, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
2617,46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
2618,26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Female,35, United-States, <=50K
2619,32, Private, 11th,7, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2620,38, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
2621,48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,70, United-States, >50K
2622,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
2623,37, Private, HS-grad,9, Never-married, Other-service, Asian-Pac-Islander, Female,40, Philippines, <=50K
2624,44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
2625,31, Private, HS-grad,9, Never-married, Other-service, Other, Female,35, United-States, <=50K
2626,61, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
2627,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2628,52, Private, Bachelors,13, Married-civ-spouse, Sales, White, Female,60, United-States, >50K
2629,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
2630,36,Unknown, Assoc-acdm,12, Married-civ-spouse,Unknown, Black, Female,21, Haiti, <=50K
2631,39, Private, 11th,7, Married-civ-spouse, Other-service, White, Male,70, Mexico, <=50K
2632,67, Local-gov, HS-grad,9, Divorced, Other-service, White, Female,24, United-States, <=50K
2633,40, State-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
2634,27, Private, 5th-6th,3, Never-married, Farming-fishing, White, Male,35, Mexico, <=50K
2635,37, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
2636,57, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2637,27, Private, 10th,6, Divorced, Other-service, White, Female,40, United-States, <=50K
2638,28, Private, HS-grad,9, Never-married, Sales, White, Female,48, United-States, <=50K
2639,34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
2640,54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, >50K
2641,52, Private, HS-grad,9, Divorced, Other-service, Black, Female,38, United-States, <=50K
2642,42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
2643,48, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
2644,65, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
2645,55, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Female,10, United-States, <=50K
2646,71, Self-emp-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, >50K
2647,33, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
2648,30, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
2649,35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
2650,59, Private, 10th,6, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
2651,19, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,20, United-States, <=50K
2652,36, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
2653,26, Self-emp-not-inc, HS-grad,9, Never-married, Sales, White, Male,40, United-States, <=50K
2654,34, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
2655,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
2656,44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, Italy, >50K
2657,26,Unknown, HS-grad,9, Separated,Unknown, White, Female,40, United-States, <=50K
2658,47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K
2659,18, Private, Some-college,10, Never-married, Sales, White, Male,16, United-States, <=50K
2660,55, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, White, Male,18, United-States, <=50K
2661,49, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2662,44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
2663,43, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
2664,62, Private, 7th-8th,4, Married-civ-spouse, Protective-serv, White, Male,40, Cuba, <=50K
2665,44, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
2666,39,Unknown, HS-grad,9, Divorced,Unknown, White, Female,40, United-States, <=50K
2667,50, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
2668,35, Private, 11th,7, Never-married, Sales, White, Male,45, United-States, <=50K
2669,52, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
2670,46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
2671,44, Private, Assoc-acdm,12, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2672,43, Private, Some-college,10, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
2673,51, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2674,20, Private, Some-college,10, Never-married, Sales, White, Male,20, United-States, <=50K
2675,47, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, White, Female,40, Italy, >50K
2676,43, Private, Masters,14, Divorced, Exec-managerial, White, Male,50, United-States, <=50K
2677,64,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,40,Unknown, >50K
2678,24, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2679,27, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
2680,32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
2681,37, Private, HS-grad,9, Divorced, Other-service, White, Female,12, United-States, <=50K
2682,26, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,60, United-States, <=50K
2683,43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
2684,50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
2685,20, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, White, Male,80, United-States, <=50K
2686,37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
2687,43, Private, HS-grad,9, Never-married, Other-service, Black, Female,45, United-States, <=50K
2688,37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2689,53, Private, 9th,5, Divorced, Other-service, White, Female,36, Canada, <=50K
2690,44, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
2691,25, Private, HS-grad,9, Never-married, Other-service, White, Female,40, United-States, <=50K
2692,17, Private, 11th,7, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
2693,19, Private, HS-grad,9, Never-married, Sales, White, Male,50, United-States, <=50K
2694,53, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
2695,44, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
2696,51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
2697,49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Female,43, United-States, <=50K
2698,35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
2699,44, Private, HS-grad,9, Divorced, Craft-repair, White, Male,45, United-States, <=50K
2700,54, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
2701,37, Private, Some-college,10, Divorced, Adm-clerical, Black, Female,35, United-States, <=50K
2702,18, Private, Some-college,10, Never-married, Other-service, White, Female,15, United-States, <=50K
2703,24, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
2704,29, Private, HS-grad,9, Divorced, Craft-repair, White, Female,50, United-States, <=50K
2705,22,Unknown, Some-college,10, Divorced,Unknown, White, Female,35, United-States, <=50K
2706,35, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
2707,56, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
2708,32,Unknown, 7th-8th,4, Widowed,Unknown, White, Female,40, United-States, <=50K
2709,24, Private, Bachelors,13, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,45, China, <=50K
2710,43, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
2711,73, Private, HS-grad,9, Widowed, Sales, White, Female,15, United-States, <=50K
2712,47, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40,Unknown, <=50K
2713,49, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, White, Male,39, United-States, <=50K
2714,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2715,31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
2716,39, Private, Some-college,10, Divorced, Adm-clerical, Amer-Indian-Eskimo, Female,40, United-States, <=50K
2717,42, Private, Bachelors,13, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
2718,41, Private, Masters,14, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,45, China, >50K
2719,35, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
2720,38, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
2721,31, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
2722,51, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,70, United-States, <=50K
2723,38, Private, Bachelors,13, Divorced, Sales, White, Male,48, United-States, >50K
2724,40, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,42, United-States, >50K
2725,21, Private, HS-grad,9, Never-married, Other-service, White, Female,30, United-States, <=50K
2726,44, Private, Some-college,10, Divorced, Craft-repair, White, Male,40, United-States, <=50K
2727,55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
2728,29, Private, HS-grad,9, Divorced, Sales, White, Male,45, United-States, <=50K
2729,49, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Female,50, United-States, >50K
2730,31, Private, Assoc-voc,11, Married-civ-spouse, Other-service, White, Male,42, United-States, <=50K
2731,24, Private, Masters,14, Never-married, Exec-managerial, White, Male,90, United-States, <=50K
2732,46, Private, Some-college,10, Never-married, Exec-managerial, Black, Male,40, United-States, <=50K
2733,26, Private, HS-grad,9, Never-married, Sales, Black, Male,40, United-States, <=50K
2734,35, Private, Bachelors,13, Never-married, Other-service, White, Male,38, United-States, <=50K
2735,27, Private, Assoc-voc,11, Never-married, Sales, White, Male,50, United-States, <=50K
2736,64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,35, United-States, >50K
2737,26, Private, Bachelors,13, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2738,21, Private, HS-grad,9, Never-married, Other-service, White, Female,16, United-States, <=50K
2739,45, Private, Bachelors,13, Divorced, Other-service, White, Male,45,Unknown, >50K
2740,57, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,72, United-States, <=50K
2741,30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
2742,45, Private, 11th,7, Married-civ-spouse, Other-service, White, Female,32, United-States, <=50K
2743,50, Private, 7th-8th,4, Divorced, Craft-repair, White, Female,30, United-States, <=50K
2744,38, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
2745,43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
2746,42, Private, Some-college,10, Widowed, Exec-managerial, White, Female,55, United-States, <=50K
2747,32, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
2748,20, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
2749,27, Private, HS-grad,9, Never-married, Other-service, White, Female,35, United-States, <=50K
2750,45, Private, 11th,7, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
2751,40, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
2752,38, Private, HS-grad,9, Divorced, Transport-moving, White, Male,60, United-States, <=50K
2753,37, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
2754,60, Private, 10th,6, Divorced, Machine-op-inspct, White, Female,40, United-States, <=50K
2755,53, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Black, Male,45, United-States, >50K
2756,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, <=50K
2757,47, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Asian-Pac-Islander, Male,60, Japan, <=50K
2758,40, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, White, Male,70, United-States, <=50K
2759,51,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,40, United-States, <=50K
2760,19, Private, Some-college,10, Never-married, Other-service, White, Female,10, United-States, <=50K
2761,42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Female,50, United-States, >50K
2762,65,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,40, United-States, <=50K
2763,41, Private, Bachelors,13, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
2764,28, Private, 10th,6, Never-married, Machine-op-inspct, Black, Male,45, United-States, <=50K
2765,46, Private, Masters,14, Divorced, Exec-managerial, White, Female,50, United-States, >50K
2766,49, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Female,20, United-States, >50K
2767,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K
2768,32, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
2769,71, Private, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,20, United-States, <=50K
2770,26, Private, Some-college,10, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
2771,29, Private, HS-grad,9, Married-spouse-absent, Protective-serv, White, Male,40, United-States, <=50K
2772,50, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2773,51, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
2774,17,Unknown, 10th,6, Never-married,Unknown, White, Female,20, United-States, <=50K
2775,49, Private, HS-grad,9, Married-civ-spouse, Other-service, Black, Female,40, United-States, >50K
2776,31, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
2777,23, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
2778,59, Local-gov, HS-grad,9, Widowed, Farming-fishing, White, Male,40, United-States, <=50K
2779,17,Unknown, 10th,6, Never-married,Unknown, White, Male,30, United-States, <=50K
2780,43, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2781,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2782,37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
2783,29, Private, 10th,6, Never-married, Other-service, White, Male,40, United-States, <=50K
2784,39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2785,31, Private, Assoc-acdm,12, Never-married, Adm-clerical, White, Male,38, United-States, <=50K
2786,42, Local-gov, Bachelors,13, Married-spouse-absent, Prof-specialty, White, Female,45, United-States, >50K
2787,35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Female,35, United-States, >50K
2788,39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, United-States, >50K
2789,40, Private, Assoc-acdm,12, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
2790,66, Private, 5th-6th,3, Married-spouse-absent, Handlers-cleaners, White, Female,40, Puerto-Rico, <=50K
2791,30, Federal-gov, 9th,5, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
2792,43, Private, Assoc-acdm,12, Divorced, Craft-repair, White, Male,40, United-States, <=50K
2793,47, Private, 9th,5, Never-married, Other-service, White, Female,50, United-States, <=50K
2794,45, Private, Masters,14, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K
2795,31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Black, Male,40, Trinadad&Tobago, <=50K
2796,33, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2797,32, Private, Bachelors,13, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
2798,28, Private, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
2799,50, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
2800,63, Private, 7th-8th,4, Divorced, Sales, White, Female,40, United-States, <=50K
2801,28, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
2802,38, Private, Some-college,10, Widowed, Adm-clerical, Black, Female,40, United-States, <=50K
2803,52, Private, HS-grad,9, Divorced, Other-service, White, Female,38, United-States, <=50K
2804,38, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, United-States, >50K
2805,41, Private, HS-grad,9, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
2806,50, State-gov, Masters,14, Never-married, Prof-specialty, White, Male,38, United-States, <=50K
2807,59, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
2808,32, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,49, United-States, <=50K
2809,73, Local-gov, 7th-8th,4, Married-civ-spouse, Protective-serv, White, Male,10, United-States, <=50K
2810,52, Self-emp-inc, HS-grad,9, Divorced, Exec-managerial, White, Male,38, United-States, <=50K
2811,57, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
2812,35, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2813,51, Private, Bachelors,13, Married-civ-spouse, Transport-moving, White, Male,56, United-States, >50K
2814,22, Private, 11th,7, Widowed, Sales, Black, Female,35, United-States, <=50K
2815,49, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
2816,22, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K
2817,46, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2818,48, Private, HS-grad,9, Divorced, Craft-repair, White, Female,40, United-States, <=50K
2819,52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40,Unknown, <=50K
2820,43, State-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,50, United-States, >50K
2821,25, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
2822,31, Private, 7th-8th,4, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2823,19, Private, Some-college,10, Never-married, Sales, White, Male,36, United-States, <=50K
2824,19,Unknown, Some-college,10, Never-married,Unknown, White, Male,45, United-States, <=50K
2825,51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,84, United-States, >50K
2826,51, Private, Bachelors,13, Divorced, Exec-managerial, White, Male,40, United-States, >50K
2827,22, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, White, Female,40, Dominican-Republic, >50K
2828,37, Local-gov, HS-grad,9, Divorced, Adm-clerical, Black, Female,35, United-States, <=50K
2829,19, Private, Some-college,10, Never-married, Sales, White, Female,30, United-States, <=50K
2830,45, Private, HS-grad,9, Divorced, Transport-moving, White, Female,55, United-States, <=50K
2831,21, State-gov, Some-college,10, Never-married, Other-service, White, Male,10, United-States, <=50K
2832,52, Private, HS-grad,9, Widowed, Sales, White, Female,40, United-States, <=50K
2833,46, Local-gov, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,24, United-States, <=50K
2834,42, State-gov, Masters,14, Divorced, Prof-specialty, White, Female,38, United-States, <=50K
2835,56, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2836,23, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
2837,58, Private, Masters,14, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
2838,70, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,30, United-States, <=50K
2839,30, Private, Some-college,10, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
2840,45, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines, <=50K
2841,23, Private, Some-college,10, Never-married, Craft-repair, White, Male,44, United-States, <=50K
2842,34, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
2843,38, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Female,40, United-States, <=50K
2844,24, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
2845,53, Private, 7th-8th,4, Never-married, Transport-moving, Amer-Indian-Eskimo, Male,40, United-States, <=50K
2846,45, Federal-gov, HS-grad,9, Never-married, Transport-moving, Black, Male,40, United-States, <=50K
2847,21,Unknown, Some-college,10, Never-married,Unknown, White, Female,40, United-States, <=50K
2848,21, Private, Some-college,10, Never-married, Other-service, White, Female,40, Puerto-Rico, <=50K
2849,34, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
2850,32, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
2851,21, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
2852,63,Unknown, Masters,14, Married-civ-spouse,Unknown, White, Male,30, United-States, <=50K
2853,23, Private, 9th,5, Never-married, Handlers-cleaners, Black, Male,36, United-States, <=50K
2854,28, Private, Bachelors,13, Divorced, Craft-repair, White, Male,50, United-States, <=50K
2855,29, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Black, Male,45, United-States, <=50K
2856,25, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
2857,44, State-gov, Masters,14, Never-married, Prof-specialty, White, Female,60, United-States, <=50K
2858,18, Private, HS-grad,9, Never-married, Other-service, White, Female,, United-States, <=50K
2859,26, Private, HS-grad,9, Never-married, Other-service, White, Male,24, United-States, <=50K
2860,47, Local-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, >50K
2861,23, Private, HS-grad,9, Divorced, Sales, White, Male,40, United-States, <=50K
2862,46, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
2863,61, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
2864,25, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
2865,38, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Asian-Pac-Islander, Male,54, United-States, >50K
2866,60,Unknown, Bachelors,13, Married-spouse-absent,Unknown, Black, Female,15, United-States, <=50K
2867,23, Private, Some-college,10, Never-married, Other-service, White, Male,20, United-States, <=50K
2868,36, Federal-gov, HS-grad,9, Divorced, Adm-clerical, White, Female,48, United-States, <=50K
2869,46, Private, 9th,5, Divorced, Other-service, White, Male,25, United-States, <=50K
2870,32, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
2871,40, Private, 10th,6, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
2872,31, Private, HS-grad,9, Never-married, Adm-clerical, Black, Male,40, United-States, <=50K
2873,31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
2874,32, State-gov, Bachelors,13, Never-married, Adm-clerical, White, Male,37, United-States, <=50K
2875,21, Private, Some-college,10, Never-married, Other-service, White, Male,10, United-States, <=50K
2876,63, Private, Some-college,10, Married-civ-spouse, Sales, Black, Male,40, United-States, >50K
2877,44, Private, Some-college,10, Separated, Exec-managerial, White, Male,45, United-States, >50K
2878,42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
2879,23,Unknown, Bachelors,13, Never-married,Unknown, White, Male,35, United-States, <=50K
2880,30, Private, Some-college,10, Divorced, Adm-clerical, White, Female,45, United-States, <=50K
2881,24, Private, HS-grad,9, Never-married, Other-service, White, Male,40, El-Salvador, <=50K
2882,42, Private, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
2883,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Female,40, Italy, >50K
2884,27, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Black, Male,48, United-States, <=50K
2885,27, Local-gov, Some-college,10, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
2886,22, Private, HS-grad,9, Never-married, Other-service, White, Female,45, United-States, <=50K
2887,68, Private, HS-grad,9, Never-married, Sales, White, Female,40, United-States, <=50K
2888,55, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,99, United-States, >50K
2889,22, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, White, Male,40, Greece, <=50K
2890,25, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Female,15, United-States, <=50K
2891,68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,45, United-States, <=50K
2892,62, Private, Some-college,10, Widowed, Exec-managerial, White, Female,16, United-States, <=50K
2893,26, Private, HS-grad,9, Divorced, Other-service, White, Male,40, United-States, <=50K
2894,34, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
2895,68, Private, Some-college,10, Widowed, Sales, White, Male,40, United-States, <=50K
